Key,ShortKey,Source,Row,Module,Field,Role,CN,EN
State_3564_Desc,aXpj,z状态表_State_A.csv,409,State,Desc,,打出后获得 [StateArg1] 点临时力量，该刻印卡牌也能享受力量加成。,"When played, first gain [StateArg1] Temp. <PowerIconKeywords:STR>, then resolve the card's effects. (Its DMG will benefit from this STR.)"
State_3236_Desc,aWTL,z状态表_State_A.csv,410,State,Desc,,打出后其他唤醒体获得 [StateArg1] 狂气。,"When played, all other Awakeners gain <Energy:[StateArg1]> Aliemus."
State_48011_Desc,aYiW,z状态表_State_A.csv,413,State,Desc,,每回合第一次打出时额外生效 [StateArg1] 次。,"When played for the first time each turn, takes effect [StateArg1] additional <plural value=""[StateArg1]"" singular=""time"" plural=""times"">."
State_3298_Desc,aWXa,z状态表_State_A.csv,497,State,Desc,,本回合内下一次跃迁效果必定触发。,The next card played that has <TransitionIconKeywords:Leap> will have its <TransitionIconKeywords:Leap> effects trigger.
State_3298_WeaponDesc,aWXc,z状态表_State_A.csv,497,State,WeaponDesc,,本回合内跃迁效果无需条件。,The next card played that has <TransitionIconKeywords:Leap> will have its <TransitionIconKeywords:Leap> effects trigger.
State_22067_Desc,aVMp,z状态表_State_A.csv,524,State,Desc,,回合结束后，使 1 条触腕攻击 [Layer] 次。,"At turn end, trigger [Layer] additional Tentacle <plural value=""[Layer]"" singular=""attack"" plural=""attacks"">."
State_133994_Desc,bSqO,z状态表_State_A.csv,544,State,Desc,,所有唤醒体指令卡造成的伤害、力量、触腕伤害、固定中毒、固定反击的最终效果提高 [DescArg1]%，造成的护盾、生命回复、力量降低效果提高 [DescArg2]％。,"All Awakeners' Final DMG, <PowerIconKeywords:STR> & <TentacleInjurieIconKeywords:Tentacle DMG> gain, and Fixed-value <IntoxicationIconKeywords:Poison> & <RetaliateIconKeywords:Counter> inflicted each +[DescArg1]%; Their Final Shield gain, HP Recovery, and <ExhaustionIconKeywords:STR▼> inflicted +[DescArg2]%. "
State_20017_Desc,aVBA,z状态表_State_A.csv,550,State,Desc,,下一次跃迁效果必定触发。,The next card played that has <TransitionIconKeywords:Leap> will have its <TransitionIconKeywords:Leap> effects trigger.
State_126895_Desc,bNYx,z状态表_State_A.csv,554,State,Desc,,此卡牌造成的伤害、力量、触腕伤害、固定中毒、固定反击的最终效果提高 [DescArg1]%，造成的护盾、生命回复、力量降低效果提高 [DescArg2]％。拥有「奇点信标」的卡牌无法再复制进「超维空间」。,"This card's Final DMG, <PowerIconKeywords:STR> & <TentacleInjurieIconKeywords:Tentacle DMG> gain, Fixed-value <IntoxicationIconKeywords:Poison> & <RetaliateIconKeywords:Counter> each +[DescArg1]%; This card's Final Shield, HP Recovery, and <ExhaustionIconKeywords:STR▼> each +[DescArg2]%. Cards with ""Singularity Beacon"" cannot trigger ""Dimension Shuttle."""
State_134389_Desc,bSPP,z状态表_State_A.csv,555,State,Desc,,此卡牌造成的伤害、力量、触腕伤害、固定中毒、固定反击的最终效果提高 [DescArg1]%，造成的护盾、生命回复、力量降低效果提高 [DescArg2]％。拥有「奇点信标」的卡牌无法再复制进「超维空间」。,"This card's Final DMG, <PowerIconKeywords:STR> & <TentacleInjurieIconKeywords:Tentacle DMG> gain, Fixed-value <IntoxicationIconKeywords:Poison> & <RetaliateIconKeywords:Counter> each +[DescArg1]%; This card's Final Shield, HP Recovery, and <ExhaustionIconKeywords:STR▼> each +[DescArg2]%. Cards with ""Singularity Beacon"" cannot trigger ""Dimension Shuttle."""
State_54045_Desc,aYze,z状态表_State_A.csv,582,State,Desc,,获得 3 点算力。,Gain 3 Arithmetica.
State_54044_Desc,aYzb,z状态表_State_A.csv,583,State,Desc,,造成双倍伤害并获得 3 倍银钥能量，但打出后<DepleteIconKeywords:消耗>。,"Deal 2× as much DMG and gain 3× as much Keyflare, but <DepleteIconKeywords:Exhaust> after playing."
State_24564_Desc,aVYW,z状态表_State_A.csv,584,State,Desc,,每当拥有 3 层负熵时，打出环行·拉蒙娜的指令卡将消耗所有负熵并触发回环额外效果，负熵最多堆叠 3 层。,"Ramona: Timeworn can accrue this negative entropy during battle, and utilizes it to power her Command Cards' <TimeBeacon:Loop> effects. Max 3 stacks. <TimeBeacon2:Negentropy> stacks persist between battles."
State_49605_Desc,aYpJ,z状态表_State_A.csv,673,State,Desc,,虚弱所有敌人 1 回合。,Inflict 1 stack of <WeaknessIconKeywords:Weakness> on all enemies.
State_49602_Desc,aYpA,z状态表_State_A.csv,674,State,Desc,,易伤所有敌人 1 回合。,Inflict 1 stack of <VulnerabilityIconKeywords:Vulnerable> on all enemies.
State_49600_Desc,aYpu,z状态表_State_A.csv,676,State,Desc,,虚弱所有敌人 2 回合。,Inflict 2 stacks of <WeaknessIconKeywords:Weakness> on all enemies.
State_49601_Desc,aYpx,z状态表_State_A.csv,677,State,Desc,,易伤所有敌人 2 回合。,Inflict 2 stacks of <VulnerabilityIconKeywords:Vulnerable> on all enemies.
State_3118_Desc,aWNw,z状态表_State_A.csv,1917,State,Desc,,回合开始时回复 [Layer]% 已损失生命。,"At turn start, recover [Layer]% of missing HP."
State_3128_Desc,aWNX,z状态表_State_A.csv,1927,State,Desc,,所有唤醒体造成的护盾和生命回复提高 [StateArg1]%。,Shield gained and HP Recovered by all Awakeners +[StateArg1]%. Remove 1 stack at the end of each turn.
State_100558_Desc,bCCN,z状态表_State_A.csv,2008,State,Desc,,本回合下次其他唤醒体狂气爆发暴击率提高 [StateArg1]％，使用后获得 [DescArg1] 点狂气。,"The Crit. Rate of the next Exalt released this turn by an Awakener other than the wielder of ""Thirsting Brush"" +[StateArg1]%. When an Awakener consumes ""Collaboration"" this way, they gain <Energy:[DescArg1]> Aliemus."
State_84376_Desc,bvRz,z状态表_State_A.csv,2037,State,Desc,,回合开始时，治疗 [Layer] 点生命。,"At turn start, recover <Heal:[Layer]> HP."
State_84375_Desc,bvRw,z状态表_State_A.csv,2038,State,Desc,,回合开始时，获得 [Layer] 点护盾。,"At turn start, gain <Block:[Layer]> Shield."
State_73649_Desc,aZVV,z状态表_State_A.csv,2062,State,Desc,,队伍伤害强效提高 [Layer]％。,DMG Amplification +[Layer]%.
State_3666_Desc,brfj,z状态表_State_A.csv,2143,State,Desc,,暴击率提高 [Layer] %。,Crit. Rate +[Layer]%.
State_3666_WeaponDesc,brfl,z状态表_State_A.csv,2143,State,WeaponDesc,,暴击率提高 [Layer] %。,Crit. Rate +[Layer]%.
State_58947_Desc,aYNf,z状态表_State_A.csv,2171,State,Desc,,本次关卡内暴击率提高 [Layer] % 。,Crit. Rate +[Layer]%.
TipsType_20006_Desc,bmPc,t提示信息_TipsType_C.csv,30,TipsType,Desc,,失去同步，稍后将返回登录界面。,Desynchronized. Returning to login screen.
