Stage_8027_Name,aVnu,g关卡_Stage_A.csv,114,Stage,Name,,疯人之口,Mouth of the Mad
AvgDialog_19046_Content_2,agJd,avg章4_AvgDialog_C_M.csv,791,AvgDialog,Content,希洛,"这不……可能……
为什么？",This... can't be possible...\nWhy?
AvgDialog_19046_Content_3,agJe,avg章4_AvgDialog_C_M.csv,792,AvgDialog,Content,,希洛以落败的姿态半跪在地，长发盘绕滴落的血泊之中，喉中发出嘶哑的嗡鸣。,"Helot kneels in defeat, her long hair soaked in a pool of blood, emitting a hoarse hum."
AvgDialog_19046_Content_4,agJf,avg章4_AvgDialog_C_M.csv,793,AvgDialog,Content,萝坦,如果我想敷衍地回应你，我就会告诉你这是力量的绝对差距。,"If I wanted to brush you off, I'd just say it's an absolute gap in power."
AvgDialog_19046_Content_5,agJg,avg章4_AvgDialog_C_M.csv,794,AvgDialog,Content,萝坦,"可事实并非如此。
你的身手足够敏捷，战斗技巧也相当纯熟。",But that wasn't the case.\nYour movements are swift enough and your battle techniques are quite adept.
AvgDialog_19046_Content_6,agJh,avg章4_AvgDialog_C_M.csv,795,AvgDialog,Content,,萝坦提剑缓行，经过希洛的身侧。,"Lotan walked slowly with a sword in hand, passing by Helot's side."
AvgDialog_19046_Content_7,agJi,avg章4_AvgDialog_C_M.csv,796,AvgDialog,Content,萝坦,但你太迷茫了，你还在寻找自己战斗的意义。,"But you're too lost, still searching for the meaning of your battle."
AvgDialog_19046_Content_8,agJj,avg章4_AvgDialog_C_M.csv,797,AvgDialog,Content,萝坦,在铁路桥时，你曾沦为无知的怪物……你被链接者背叛了，对吧？,"At the railway bridge, you became an ignorant monster... You were betrayed by your Linker, right?"
AvgDialog_19046_Content_9,agJk,avg章4_AvgDialog_C_M.csv,798,AvgDialog,Content,希洛,！,!
AvgDialog_19046_Content_10,agIY,avg章4_AvgDialog_C_M.csv,799,AvgDialog,Content,萝坦,"所以你想要向背叛者复仇，想保护搭救你的弗朗西斯。
但战斗不该是这样的东西。","So, you want to take revenge on the betrayer and save Francis, right?\nBut battle shouldn't be like this."
AvgDialog_19046_Content_11,agIZ,avg章4_AvgDialog_C_M.csv,800,AvgDialog,Content,萝坦,"不是为了守护，不是为了复仇，不是为了求证。
战斗就只是战斗而已。","Not for protection, not for revenge, not for proof.\nBattle is just battle."
AvgDialog_19046_Content_12,agJa,avg章4_AvgDialog_C_M.csv,801,AvgDialog,Content,萝坦,你的世界太狭小了，所以总像灯蛾一样在意他人点亮的星点微光。,"Your world is too small, so you always fixate on the faint glimmers ignited by others, like a moth drawn to a flame."
AvgDialog_19046_Content_13,agJb,avg章4_AvgDialog_C_M.csv,802,AvgDialog,Content,萝坦,有机会的话，去见识见识更广阔的世界吧。,"If you get the chance, go and explore a wider world."
AvgDialog_19046_Content_14,agJc,avg章4_AvgDialog_C_M.csv,803,AvgDialog,Content,,萝坦从她身边走过，继续前行着，一次也没有回头。,"Lotan walked past her and continued onward, never looking back."
AvgDialog_19041_Content_1,agGz,avg章4_AvgDialog_C_M.csv,804,AvgDialog,Content,,壳中裂缝,Crack in the Shell
AvgDialog_19041_Content_2,agGK,avg章4_AvgDialog_C_M.csv,805,AvgDialog,Content,,地面突然剧烈晃动起来。,The ground suddenly began to shake violently.
AvgDialog_19041_Content_3,agGS,avg章4_AvgDialog_C_M.csv,806,AvgDialog,Content,萝坦,怎么回事？,What's going on?
AvgDialog_19041_Content_4,agGT,avg章4_AvgDialog_C_M.csv,807,AvgDialog,Content,,墙面上的符文撕裂了。,The runes on the wall were torn.
AvgDialog_19041_Content_5,agGU,avg章4_AvgDialog_C_M.csv,808,AvgDialog,Content,,究竟是刚才制服莉莉时的无意剐蹭，还是对决希洛时受到波及，更或是达芙黛尔离开时顺手所为呢？,"Was it an accidental scratch while restraining Lily, collateral damage during the fight with Helot, or something Daffodil did when leaving?"
AvgDialog_19041_Content_6,agGV,avg章4_AvgDialog_C_M.csv,809,AvgDialog,Content,,你记不清了。,You can't remember.
AvgDialog_19041_Content_7,agGW,avg章4_AvgDialog_C_M.csv,810,AvgDialog,Content,,但那已经无关紧要了。,But that no longer matters.
AvgDialog_19041_Content_8,agGX,avg章4_AvgDialog_C_M.csv,811,AvgDialog,Content,,从符文的缝隙中，流散出了紫色的、不定型的浓烟，在地面上缓缓汇聚成型。,"From the gaps in the runes, purple, amorphous smoke drifted out, slowly coalescing on the ground."
AvgDialog_19041_Content_9,agGY,avg章4_AvgDialog_C_M.csv,812,AvgDialog,Content,,"视觉承受了重压，神经不受控制地跳动着。
在那扭曲的裂缝中溢出的，是形如野兽的尖锐怪物。","Your vision is strained, your nerves twitching uncontrollably.\nEmerging from the twisted fissures are sharp, beast-like monsters."
AvgDialog_19041_Content_10,agGA,avg章4_AvgDialog_C_M.csv,813,AvgDialog,Content,拉蒙娜,这就是……,This is...
AvgDialog_19041_Content_11,agGB,avg章4_AvgDialog_C_M.csv,814,AvgDialog,Content,玩家,真正的地狱犬。,A true Hellhound.
AvgDialog_19041_Content_12,agGC,avg章4_AvgDialog_C_M.csv,815,AvgDialog,Content,,"这不是你第一次直面这只怪物，但现在你无比肯定：
它就是你们调查的目标，是拉伊失踪案的真正根源。","This isn't your first encounter with this monster, but now you're certain:\nIt is the target of your investigation and the true cause behind the disappearances in Rye."
AvgDialog_19041_Content_13,agGD,avg章4_AvgDialog_C_M.csv,816,AvgDialog,Content,,那种头皮麻痹、脊背发凉的感觉，与前两次被“捕获”时一模一样……不，甚至更为清晰和剧烈了。,"That paralyzing, spine-chilling feeling was exactly the same as the previous two ""captures""... no, it was even sharper and more intense."
AvgDialog_19041_Content_14,agGE,avg章4_AvgDialog_C_M.csv,817,AvgDialog,Content,,你眼前一片模糊的红。,A blur of red fills your vision.
AvgDialog_19041_Content_15,agGF,avg章4_AvgDialog_C_M.csv,818,AvgDialog,Content,,血红色的视野中，你听见达芙黛尔诱惑的声线在耳畔响起。,"In the blood-red vision, you hear Daffodil's alluring voice."
AvgDialog_19041_Content_16,agGG,avg章4_AvgDialog_C_M.csv,819,AvgDialog,Content,达芙黛尔,摘下来吧，不要看到这些，你的头就不会痛了。,"Take it off. If you don't look at it, your head won't hurt."
AvgDialog_19041_Content_17,agGH,avg章4_AvgDialog_C_M.csv,820,AvgDialog,Content,玩家,如果摘下来，会怎么样？,What will happen if I take it off?
AvgDialog_19041_Content_18,agGI,avg章4_AvgDialog_C_M.csv,821,AvgDialog,Content,达芙黛尔,会渐渐失去意识，然后在平静中成为维度之犬的养料哦。,"You'll gradually lose consciousness, before peacefully becoming nourishment for the Hellhound."
AvgDialog_19041_Content_19,agGJ,avg章4_AvgDialog_C_M.csv,822,AvgDialog,Content,玩家,那我可得坚持住了。,Then I must hold on.
AvgDialog_19041_Content_20,agGL,avg章4_AvgDialog_C_M.csv,823,AvgDialog,Content,,你掏出一支朵尔交给你的试剂，拔开塞子，一饮而尽。,"You take out the elixir Doll gave you, uncork it, and drink it all."
AvgDialog_19041_Content_21,agGM,avg章4_AvgDialog_C_M.csv,824,AvgDialog,Content,,口味与你想象中截然不同，带着浓腻的香甜，直冲天灵盖。,"The taste is nothing like you imagined, with a rich sweetness that goes straight to your head."
AvgDialog_19041_Content_22,agGN,avg章4_AvgDialog_C_M.csv,825,AvgDialog,Content,玩家,早知道味道这么好，应该多要几管来兑水喝。,"If I had known it tasted this good, I should have asked for a few more tubes to mix with water to drink."
AvgDialog_19041_Content_23,agGO,avg章4_AvgDialog_C_M.csv,826,AvgDialog,Content,,烟雾在房间中弥散，更多扭曲的怪物接连浮现。,"Smoke fills the room, and more twisted monsters appear one after another."
AvgDialog_19041_Content_24,agGP,avg章4_AvgDialog_C_M.csv,827,AvgDialog,Content,,你擦了擦从眼角流下的血与泪，手背缠绕的猩红血丝提醒你必须速战速决。,"Wiping away the blood and tears from the corner of your eyes, the scarlet blood vessels on the back of your hand remind you to act quickly."
AvgDialog_19041_Content_25,agGQ,avg章4_AvgDialog_C_M.csv,828,AvgDialog,Content,玩家,拉蒙娜！,Ramona!
AvgDialog_19041_Content_26,agGR,avg章4_AvgDialog_C_M.csv,829,AvgDialog,Content,拉蒙娜,是！观测到灾厄“地狱犬”，准备进行最终作战！,"Yes! The calamity ""Hellhound"" has been detected. Preparing for the final battle!"
AvgDialog_19063_Content_1,agNC,avg章4_AvgDialog_C_M.csv,830,AvgDialog,Content,,你们与地狱犬鏖战多时，这场战斗却不似想象中艰难。,"You fought the Hellhound for a long time, but the battle was not as difficult as you had imagined."
AvgDialog_19063_Content_2,agNN,avg章4_AvgDialog_C_M.csv,831,AvgDialog,Content,,"祂似乎只擅长压迫精神，而钩爪的伤害不过寥寥。
恰好，朵尔提供的金色药剂能极大缓解祂造成的精神压力。","It specializes in spiritual oppression, while the damage from its claws is minimal.\nFortunately, the golden elixir Doll provided greatly alleviates the spiritual pressure it inflicts."
AvgDialog_19063_Content_3,agNS,avg章4_AvgDialog_C_M.csv,832,AvgDialog,Content,,不多时，地狱犬发出一声混沌的呜咽，消散在空气中。,"Before long, the Hellhound let out a chaotic whimper and dissipated into the air."
AvgDialog_19063_Content_4,agNT,avg章4_AvgDialog_C_M.csv,833,AvgDialog,Content,,拉蒙娜回望了一眼仍在相拥而泣的母女，叹息着用指尖敲打了两下胸针。,"Ramona glanced back at the mother and daughter, still embracing and weeping, sighed, and tapped her brooch twice with her fingertip."
AvgDialog_19063_Content_5,agNU,avg章4_AvgDialog_C_M.csv,834,AvgDialog,Content,拉蒙娜,调查员拉蒙娜，申请记录，“地狱犬”已击败，任务完成。,"Investigator Ramona, application record: ""Hellhound"" defeated, mission accomplished."
AvgDialog_19063_Content_6,agNV,avg章4_AvgDialog_C_M.csv,835,AvgDialog,Content,玩家,守密人%player%，准备回收唤醒体莉莉、改造体库姆，申请收容相关嫌疑人弗朗西斯·奥斯伍德……,"Keeper %player%, preparing to retrieve Awakener Lily and the modified Koum, and apply for the containment of related suspect Francis Oswald..."
AvgDialog_19063_Content_7,agNW,avg章4_AvgDialog_C_M.csv,836,AvgDialog,Content,艾瑞卡,……录入……嗞啦……地狱……,...Input...Zzz...Hell...
AvgDialog_19063_Content_8,agNX,avg章4_AvgDialog_C_M.csv,837,AvgDialog,Content,,通讯另一端，艾瑞卡的声音模糊不清。,"On the other end of the call, Erica's voice was indistinct."
AvgDialog_19063_Content_9,agNY,avg章4_AvgDialog_C_M.csv,838,AvgDialog,Content,玩家,艾瑞卡，你在吗？能听清吗？,"Erica, are you there? Can you hear me clearly?"
AvgDialog_19063_Content_10,agND,avg章4_AvgDialog_C_M.csv,839,AvgDialog,Content,弗朗西斯疯狂版,……不！小心！,...No! Be careful!
AvgDialog_19063_Content_11,agNE,avg章4_AvgDialog_C_M.csv,840,AvgDialog,Content,,在弗朗西斯的尖叫声中，紫色的烟雾快速汇聚成型，以雷霆之势袭向你和拉蒙娜。,"Amid Francis's screams, the purple smoke rapidly converges and strikes you and Ramona with thunderous force."
AvgDialog_19063_Content_12,agNF,avg章4_AvgDialog_C_M.csv,841,AvgDialog,Content,,你推了一把拉蒙娜，挡在她的身前，人类的本能使你闭上了眼睛，准备迎接噩梦般的穿刺。,"You pushed Ramona behind you, instinctively closing your eyes, preparing for the nightmarish impalement."
AvgDialog_19063_Content_13,agNG,avg章4_AvgDialog_C_M.csv,842,AvgDialog,Content,库姆,呜！,Growl!
AvgDialog_19063_Content_14,agNH,avg章4_AvgDialog_C_M.csv,843,AvgDialog,Content,,预想中的疼痛并没有到来，挡在你面前的是被紫色尖刺完全贯穿的野兽。,"The expected pain never came. Instead, in front of you stood a beast completely impaled by purple spikes."
AvgDialog_19063_Content_15,agNI,avg章4_AvgDialog_C_M.csv,844,AvgDialog,Content,,锐利尖刺很快消失不见了，留在原地的并非惨烈的伤口，而是一个圆形的空洞。,"The sharp spikes quickly disappeared, leaving behind not a gruesome wound but a circular void."
AvgDialog_19063_Content_16,agNJ,avg章4_AvgDialog_C_M.csv,845,AvgDialog,Content,,那空洞仿佛抽走了支撑库姆的全部力量，巨大的身体缓缓瘫软在地，渐渐停止了呼吸。,"The void seemed to drain all of Koum's strength. Her massive body slowly collapsed to the ground, and her breathing gradually stopped."
AvgDialog_19063_Content_17,agNK,avg章4_AvgDialog_C_M.csv,846,AvgDialog,Content,,一切发生得太过突然，你根本来不及做出反应。,Everything happened so suddenly that you had no time to react.
AvgDialog_19063_Content_18,agNL,avg章4_AvgDialog_C_M.csv,847,AvgDialog,Content,,紫色烟雾再次自罅隙中涌出，比方才庞大数倍的身躯将墙面上断裂的密文撕扯出触目惊心的创口。,"Purple smoke surged out of the cracks once more, and a body several times larger than before tore apart the broken runes on the wall, leaving a horrifying gash."
AvgDialog_19063_Content_19,agNM,avg章4_AvgDialog_C_M.csv,848,AvgDialog,Content,,“地狱犬”现出了它的真形，先前出现的不过是刻耳柏洛斯的冰山一角，此刻的祂正以巨兽之姿俯视着擅自宣告胜利的你们。,"The ""Hellhound"" has revealed its true form. What appeared before was merely the tip of the Cerberus iceberg. Now, it gazes down at you, who has presumptuously declared victory, in its colossal beast form."
AvgDialog_19063_Content_20,agNO,avg章4_AvgDialog_C_M.csv,849,AvgDialog,Content,,在房间的一角，恢复平静的白色少女缓缓起身，倒退两步，离开了哭倒的母亲的怀抱。,"In a corner of the room, the white-haired girl, now calm, slowly stood up, took two steps back, and left her weeping mother's embrace."
AvgDialog_19063_Content_21,agNP,avg章4_AvgDialog_C_M.csv,850,AvgDialog,Content,莉莉,妈妈，你能认出我，真是太好了。,"Mom, I'm so happy that you were able to recognize me."
AvgDialog_19063_Content_22,agNQ,avg章4_AvgDialog_C_M.csv,851,AvgDialog,Content,莉莉,"是%player%%brotherorsister1%、拉蒙娜姐姐让我下定了决心……
我很感激%heorshe%们。","It was {Male=big brother,Female=big sister} %player% and big sister Ramona who helped me make up my mind...\nI am very grateful to them."
AvgDialog_19063_Content_23,agNR,avg章4_AvgDialog_C_M.csv,852,AvgDialog,Content,莉莉,所以，我想帮%heorshe%们。,"So, I want to help them."
AvgDialog_19052_Content_1,agJN,avg章4_AvgDialog_C_M.csv,853,AvgDialog,Content,,日落,Sunset
AvgDialog_19052_Content_2,agJY,avg章4_AvgDialog_C_M.csv,854,AvgDialog,Content,,莉莉娇嫩的赤足踏前，黑色的脓液在她的脚边汇聚成型。,"Lily's tender bare feet step forward, with black pus gathering and taking shape at her feet."
AvgDialog_19052_Content_3,agKj,avg章4_AvgDialog_C_M.csv,855,AvgDialog,Content,莉莉,丽莎说，她妈妈不认识她了，还用猎枪打伤了她。,Lisa said that her mom didn't recognize her and wounded her with a hunting rifle.
AvgDialog_19052_Content_4,agKl,avg章4_AvgDialog_C_M.csv,856,AvgDialog,Content,莉莉,丽莎说，她妈妈很严厉，每次她和我玩，她妈妈都会打她、骂她。,"Lisa said that her mom is very strict. Every time she plays with me, her mom hits and scolds her."
AvgDialog_19052_Content_5,agKm,avg章4_AvgDialog_C_M.csv,857,AvgDialog,Content,莉莉,丽莎说，如果让她妈妈知道，她是因为和我出门才变成了大狗狗，那她的妈妈一定不会原谅她。,"Lisa said that if her mom finds out she turned into a large beast because she went out with me, her mom definitely won't forgive her."
AvgDialog_19052_Content_6,agKn,avg章4_AvgDialog_C_M.csv,858,AvgDialog,Content,莉莉,但她还是忍不住，她太饿了，因为不想偷其他人的东西，所以她才忍不住回家找东西吃……才会被妈妈发现……,"But she couldn't help it; she was too hungry. Not wanting to steal from others, she went home to find food... and that's when her mother found out..."
AvgDialog_19052_Content_7,agKo,avg章4_AvgDialog_C_M.csv,859,AvgDialog,Content,,莉莉停顿了片刻。,Lily paused for a moment.
AvgDialog_19052_Content_8,agKp,avg章4_AvgDialog_C_M.csv,860,AvgDialog,Content,莉莉,但是，我的妈妈不一样。,But my mom is different.
AvgDialog_19052_Content_9,agKq,avg章4_AvgDialog_C_M.csv,861,AvgDialog,Content,莉莉,她以为我是其他人，但她在第一次用手术刀划开我的时候，对我说对不起了。,"She mistook me for someone else, but when she first cut me with the scalpel, she apologized."
AvgDialog_19052_Content_10,agJO,avg章4_AvgDialog_C_M.csv,862,AvgDialog,Content,莉莉,那个时候，我一点都不觉得痛，真的一点都不痛。,"At that time, I didn't feel any pain at all. Truly, not a single bit."
AvgDialog_19052_Content_11,agJP,avg章4_AvgDialog_C_M.csv,863,AvgDialog,Content,莉莉,后来，事情变得有点不一样了。妈妈把我关起来，做了更多、更多的实验。,"Later, things changed. Mom locked me up and conducted more and more experiments."
AvgDialog_19052_Content_12,agJQ,avg章4_AvgDialog_C_M.csv,864,AvgDialog,Content,莉莉,"但这不是妈妈的错。
因为，妈妈也和我关在一起，关在不能离开的，这个房间。",But it's not Mom's fault.\nBecause Mom is locked up with me in this room that we can't leave.
AvgDialog_19052_Content_13,agJR,avg章4_AvgDialog_C_M.csv,865,AvgDialog,Content,莉莉,"因为我，不受控制，害死了很多人。
因为我……太痛了。","Because of me, I lost control and many people died.\nBecause of me... it hurts too much."
AvgDialog_19052_Content_14,agJS,avg章4_AvgDialog_C_M.csv,866,AvgDialog,Content,莉莉,丽莎说，因为她是我唯一的朋友，所以她会努力，陪我久一点。,"Lisa said that since she's my only friend, she'll try to stay with me a little longer."
AvgDialog_19052_Content_15,agJT,avg章4_AvgDialog_C_M.csv,867,AvgDialog,Content,莉莉,不然，她早就撑不下去了。,"Otherwise, she wouldn't have lasted this long."
AvgDialog_19052_Content_16,agJU,avg章4_AvgDialog_C_M.csv,868,AvgDialog,Content,莉莉,……其实我也，早就撑不下去了。,"...Actually, I can't hold on any longer either."
AvgDialog_19052_Content_17,agJV,avg章4_AvgDialog_C_M.csv,869,AvgDialog,Content,,巨型野兽撕裂了更多空间，利爪直直挥向莉莉。,"The giant beast tore through more space, its claws slashing directly at Lily."
AvgDialog_19052_Content_19,agJX,avg章4_AvgDialog_C_M.csv,871,AvgDialog,Content,,在那摇摇欲坠的纯白少女身前，黑色的黏液凝聚成球、成网，一次一次化解了祂的攻势。,"In front of the faltering pure white maiden, black slime coalesced into spheres and webs, repeatedly neutralizing its attacks."
AvgDialog_19052_Content_20,agJZ,avg章4_AvgDialog_C_M.csv,872,AvgDialog,Content,莉莉,但是，即使是这样——,"However, even so —"
AvgDialog_19052_Content_21,agKa,avg章4_AvgDialog_C_M.csv,873,AvgDialog,Content,莉莉,那也是我唯一的妈妈。,That is my one and only mother.
AvgDialog_19052_Content_23,agKc,avg章4_AvgDialog_C_M.csv,875,AvgDialog,Content,莉莉,不准——伤害我的妈妈！,I won't let you — harm my mother!
AvgDialog_19052_Content_24,agKd,avg章4_AvgDialog_C_M.csv,876,AvgDialog,Content,,黑色黏球爆裂，汇聚成刺，钉住地狱犬的利爪。,"The black goo burst, forming spikes that pinned down the hellhound's claws."
AvgDialog_19052_Content_25,agKe,avg章4_AvgDialog_C_M.csv,877,AvgDialog,Content,,残余的黏球张开尖刀般的利齿，咬断被束缚的脚踝。,The remaining sticky ball opens its razor-sharp teeth and bites through the bound ankle.
AvgDialog_19052_Content_27,agKg,avg章4_AvgDialog_C_M.csv,879,AvgDialog,Content,,祂彻底割裂了空间，凝固的时间从裂隙一丝丝逃逸，夕阳光线被完全吞噬。,"It completely shattered space, with time slowly escaping from the fissure. The rays of the setting sun were entirely devoured."
AvgDialog_19052_Content_28,agKh,avg章4_AvgDialog_C_M.csv,880,AvgDialog,Content,,"利爪消散成妖紫的烟雾，然后再度汇聚成型。
而那扭曲的异质肢体，自空间狭缝中冲出，向莉莉扑袭而去！","The claws dissipated into a demonic purple mist, then reformed.\nThose twisted limbs burst forth from the spatial rift, lunging at Lily!"
AvgDialog_19052_Content_30,agKk,avg章4_AvgDialog_C_M.csv,882,AvgDialog,Content,,你与拉蒙娜对视一眼，加入了战局。,You exchange a glance with Ramona and join the battle.
AvgDialog_19044_Content_1,agIc,avg章4_AvgDialog_C_M.csv,883,AvgDialog,Content,,一番激战之后，一边攻击一边保护弗朗西斯的莉莉早已左支右绌，疲态毕露。,"After a fierce battle, Lily, who was struggling to attack and protect Francis at the same time, was already stretched to her limit and showing obvious signs of fatigue."
AvgDialog_19044_Content_2,agIn,avg章4_AvgDialog_C_M.csv,884,AvgDialog,Content,,她的黑色脓胞被贯穿了几次，好在反应及时没有伤及根本，若是再缠斗一会儿，恐怕就要完全脱力。,"Her black pustules were pierced several times, but she reacted quickly and avoided serious injury. If the fight drags on any longer, she will be completely drained of energy."
AvgDialog_19044_Content_3,agIw,avg章4_AvgDialog_C_M.csv,885,AvgDialog,Content,萝坦,别楞着了，难道我们要让那个小家伙自己对抗怪物吗！,Don't just stand there! Are we really going to let that little girl fight the monsters alone?!
AvgDialog_19044_Content_4,agIx,avg章4_AvgDialog_C_M.csv,886,AvgDialog,Content,弗朗西斯,没用的……没用的！,It's useless... It's useless!
AvgDialog_19044_Content_5,agIy,avg章4_AvgDialog_C_M.csv,887,AvgDialog,Content,弗朗西斯,那只野兽，是<Yellow:因果律的怪物>。,That beast is a <Yellow:monster of causality>.
AvgDialog_19044_Content_6,agIz,avg章4_AvgDialog_C_M.csv,888,AvgDialog,Content,萝坦,因果律的怪物？,A monster of causality?
AvgDialog_19044_Content_7,agIA,avg章4_AvgDialog_C_M.csv,889,AvgDialog,Content,拉蒙娜,意思是，这只怪物因为事物的因果存在，只要有因，就有果。,"This means that this monster exists because of the cause-and-effect relationship of things; as long as there is a cause, there will be an effect."
AvgDialog_19044_Content_8,agIB,avg章4_AvgDialog_C_M.csv,890,AvgDialog,Content,拉蒙娜,"<Yellow:只要有人开始了维度穿越，祂就会开始追猎这名僭越者。>
无论过程如何变改，祂不死不灭，直至完成追猎。","<Yellow:Once someone begins dimensional travel, it will start hunting the transgressor.>\nNo matter how the process changes, it remains immortal until the hunt is complete."
AvgDialog_19044_Content_9,agIC,avg章4_AvgDialog_C_M.csv,891,AvgDialog,Content,拉蒙娜,而这个手术室经过改造，时间被独立在了维度之外。,"This operating room has been modified, and time exists independently outside its dimension."
AvgDialog_19044_Content_10,agId,avg章4_AvgDialog_C_M.csv,892,AvgDialog,Content,玩家,“为其所猎三次者，魂灵定归冥府”……,"""For those hunted three times, the soul shall surely return to the underworld""..."
AvgDialog_19044_Content_11,agIe,avg章4_AvgDialog_C_M.csv,893,AvgDialog,Content,拉蒙娜,没错，在场所有人，都被祂视作了维度穿越者……被视作了维度之犬的猎物。,"Indeed, everyone here is seen by It as dimensional travelers... regarded as the prey of the Hellhound."
AvgDialog_19044_Content_12,agIf,avg章4_AvgDialog_C_M.csv,894,AvgDialog,Content,萝坦,喂，臭女人，你一定知道怎么对付这家伙吧？,"Hey, you wretched woman, you must know how to deal with this guy, right?"
AvgDialog_19044_Content_13,agIg,avg章4_AvgDialog_C_M.csv,895,AvgDialog,Content,弗朗西斯,……没错。方法说来也简单。,...That's right. The method is quite simple.
AvgDialog_19044_Content_14,agIh,avg章4_AvgDialog_C_M.csv,896,AvgDialog,Content,弗朗西斯,这只怪物的追猎，是<Yellow:有序地跨越所有维度>的。,This monster's hunt <Yellow:is systematically carried out across all dimensions>.
AvgDialog_19044_Content_15,agIi,avg章4_AvgDialog_C_M.csv,897,AvgDialog,Content,弗朗西斯,"所以，所有维度中<Yellow:只存在唯一一只“地狱犬”>。
只要将祂囚禁在牢笼当中，祂就无法再伤害任何人。","Therefore, <Yellow:there is only one ""Hellhound"" across all dimensions>.\nAs long as it is caged, it cannot harm anyone."
AvgDialog_19044_Content_16,agIj,avg章4_AvgDialog_C_M.csv,898,AvgDialog,Content,萝坦,说得轻巧！你要怎么关起来一只能穿越维度的狗啊！,Easier said than done! How are you going to lock up a dog that can traverse dimensions?!
AvgDialog_19044_Content_17,agIk,avg章4_AvgDialog_C_M.csv,899,AvgDialog,Content,拉蒙娜,……墙上的密文。祂是在密文被破坏后才出现的。,...the cryptic text on the wall. It only appeared after the cryptic text was damaged.
AvgDialog_19044_Content_18,agIl,avg章4_AvgDialog_C_M.csv,900,AvgDialog,Content,弗朗西斯,你的观察力很敏锐，小姑娘。这段密文，是刚才那位达芙黛尔夫人卖给我的，代价是我死后将头颅交给她。,"Your observation is sharp, young lady. This ciphertext was sold to me by Lady Daffodil, at the cost of my head after I die."
AvgDialog_19044_Content_19,agIm,avg章4_AvgDialog_C_M.csv,901,AvgDialog,Content,萝坦,那你还能修好它吗？,Can it be fixed?
AvgDialog_19044_Content_20,agIo,avg章4_AvgDialog_C_M.csv,902,AvgDialog,Content,,弗朗西斯怔住了，似乎从来没有思考过这个问题。,"Francis was stunned, as if she had never considered this question before."
AvgDialog_19044_Content_21,agIp,avg章4_AvgDialog_C_M.csv,903,AvgDialog,Content,萝坦,快说啊，到底行不行？,"Come on, can you do it or not?"
AvgDialog_19044_Content_22,agIq,avg章4_AvgDialog_C_M.csv,904,AvgDialog,Content,弗朗西斯,"它的图形牢牢地刻在我的脑子里。
只是，我需要非常细致地描绘它，不能有一点偏差。","The images are firmly etched in my mind.\nHowever, I need to depict it with great precision, without the slightest deviation."
AvgDialog_19044_Content_23,agIr,avg章4_AvgDialog_C_M.csv,905,AvgDialog,Content,弗朗西斯,我需要更多时间。,I need more time.
AvgDialog_19044_Content_24,agIs,avg章4_AvgDialog_C_M.csv,906,AvgDialog,Content,玩家,只是时间的话，就交给我们吧。,Just leave the matter of time to us.
AvgDialog_19044_Content_25,agIt,avg章4_AvgDialog_C_M.csv,907,AvgDialog,Content,玩家,萝坦，上了！,"Lotan, let's go!"
AvgDialog_19044_Content_26,agIu,avg章4_AvgDialog_C_M.csv,908,AvgDialog,Content,萝坦,哈，久等多时了！,"Ha, I've been waiting for you for a long time!"
AvgDialog_19044_Content_27,agIv,avg章4_AvgDialog_C_M.csv,909,AvgDialog,Content,拉蒙娜,别蛮干，注意消耗！,"Don't act recklessly, watch your stamina!"
AvgDialog_19035_Content_1,agDP,avg章4_AvgDialog_C_M.csv,910,AvgDialog,Content,莉莉,%player%%brotherorsister1%，再坚持一下！,"{Male=Mr.,Female=Miss} %player%, hang in there!"
AvgDialog_19035_Content_2,agDQ,avg章4_AvgDialog_C_M.csv,911,AvgDialog,Content,莉莉,这个脓疱，能变形保护你！,This pustule can transform to protect you!
AvgDialog_19035_Content_3,agDR,avg章4_AvgDialog_C_M.csv,912,AvgDialog,Content,莉莉,"现在，就展开它来阻挡穿刺吧。
没关系的，莉莉不会痛的！","Unfold it now to block the piercing. \n It's all right, Lily won't feel any pain!"
AvgDialog_19068_Content_1,agQY,avg章4_AvgDialog_C_M.csv,913,AvgDialog,Content,,莉莉仍在御使着黑色脓疱与地狱犬周旋，动作却已不如刚才灵敏。,"Lily is still controlling the black pustules and fighting the hellhound, but her movements are no longer as agile as before."
AvgDialog_19068_Content_2,agRj,avg章4_AvgDialog_C_M.csv,914,AvgDialog,Content,,五分钟。,Five minutes.
AvgDialog_19068_Content_3,agRu,avg章4_AvgDialog_C_M.csv,915,AvgDialog,Content,,十分钟。,Ten minutes.
AvgDialog_19068_Content_4,agRF,avg章4_AvgDialog_C_M.csv,916,AvgDialog,Content,,十五分钟。,Fifteen minutes.
AvgDialog_19068_Content_6,agRX,avg章4_AvgDialog_C_M.csv,918,AvgDialog,Content,萝坦,喂，好了没有啊！,"Hey, are you done yet!"
AvgDialog_19068_Content_7,agRY,avg章4_AvgDialog_C_M.csv,919,AvgDialog,Content,弗朗西斯,嗯，完成了。,"Hmm, finished."
AvgDialog_19068_Content_8,agRZ,avg章4_AvgDialog_C_M.csv,920,AvgDialog,Content,,落笔与起笔如衔尾蛇般首尾相接，弗朗西斯面前的图案忽然汇聚成了一个令你有些头晕的密文。,"The strokes and lines intertwined like an ouroboros, forming a dizzying cipher in front of Francis."
